code	assign1	assign2	assign3	assign4	bonus4	assign5	assign6	assign7	assign8	bonus8	Late_Days	explore	weekly %	midterm	final	total	grade
87153	18	18	20	18	0	19	20	18	29	0	0	0	94.10%	95	83	89.85	3.5
87205	18	17	19	19	0	19	17	18	27	0	0	0	90.60%	90	87	89.04	3.5
87223	18	15	18	18	0	17	15	17	28	0	4	0	85.90%	90	79	83.95	3.1
87376	18	18	16	20	0	17	18	12	28	0	5	1	86.70%	80	85	84.67	3.1
87556	16	13	10	14	0	11	12	15	25	0	5	0	68.20%	51	65	63.49	1.6
87821	18	19	8	18	0	15	8	12	11	0	5	0	64.10%	78	77	72.05	2.2
88076	16	19	15	9	0	18	14	14	24	0	5	0	75.90%	53	36	55.35	1
88142	17	15	16	16	0	16	16	16	28	0	1	0	82.40%	86	72	78.94	2.7
88303	19	17	19	16	0	17	17	16	28	0	4	7	89.00%	80	72	80.41	2.8
88371	17	16	17	19	0	19	18	17	26	0	5	0	87.60%	71	74	78.86	2.7
89172	20	16	19	20	1	18	20	19	30	2	2	7	98.40%	84	71	84.57	3.1
89209	18	18	14	19	0	15	9	18	29	0	4	0	82.40%	99	93	89.94	3.5
89867	20	13	19	18	0	18	20	18	27	0	5	0	90.00%	83	78	83.8	3.1
89894	19	18	18	19	0	18	15	14	22	0	2	0	84.10%	75	72	77.45	2.6
89925	19	15	14	0	0	18	18	18	28	0	4	5	77.50%	62	49	62.98	1.6
89967	15	17	18	18	0	16	18	19	23	0	3	0	84.70%	90	70	79.88	2.8
90093	18	18	17	10	0	14	9	20	30	0	5	0	80.00%	77	64	73	2.3
90119	18	18	14	17	0	19	18	16	29	0	0	0	87.60%	74	73	79.06	2.7
90602	18	19	20	18	0	19	15	17	29	0	0	0	91.20%	88	83	87.27	3.3
90759	17	20	18	17	0	17	18	19	29	0	0	0	91.20%	73	71	79.47	2.8
91078	19	19	20	19	0	18	20	18	28	2	5	0	95.90%	73	91	89.35	3.5
91566	16	16	14	10	0	11	0	0	15	0	5	0	48.20%	59	49	50.69	0.7
91573	18	17	20	17	0	18	13	17	29	0	2	0	87.60%	84	83	85.06	3.2
91627	15	18	16	19	0	19	19	15	30	0	0	0	88.80%	94	91	90.73	3.6
91761	19	19	17	15	1	18	20	18	28	0	3	9	92.90%	98	99	96.38	3.9
91892	20	19	18	18	2	20	19	20	30	2	5	9	100.60%	99	93	97.24	4
91949	19	17	18	17	0	20	19	17	26	0	0	0	90.00%	84	101	93.2	3.7
91953	20	18	19	18	0	20	20	19	30	0	0	0	96.50%	100	89	94.19	3.8
91983	19	19	20	18	1	19	18	18	25	0	2	0	92.40%	74	92	88.54	3.4
92045	16	15	14	14	0	16	15	0	29	0	0	0	70.00%	75	59	66.6	1.8
92682	15	13	17	15	0	12	0	0	0	0	5	0	42.40%	57	0	28.34	0
92816	18	19	16	20	1	18	17	18	28	0	0	1	91.40%	85	84	87.15	3.3
92910	16	18	11	14	0	15	15	16	28	0	2	0	78.20%	76	76	76.89	2.6
92917	14	16	16	18	0	19	15	9	24	0	5	0	77.10%	75	60	69.82	2.1
92966	17	17	20	0	0	13	14	17	24	0	5	0	71.80%	60	37	55.51	1
93738	20	18	16	19	0	19	15	18	24	0	5	0	87.60%	68	58	71.86	2.2
93816	19	19	19	20	0	15	16	20	29	0	4	4	93.10%	85	93	91.45	3.6
93838	18	19	19	19	1	17	20	20	30	0	0	0	95.90%	99	101	98.55	4
93993	18	17	18	19	0	19	14	18	29	0	5	0	89.40%	96	70	82.96	3
94572	14	15	16	16	0	16	12	13	27	0	5	0	75.90%	73	74	74.55	2.4
94607	17	13	17	18	0	17	19	16	22	0	1	0	81.80%	82	72	77.91	2.7
94665	18	16	17	15	0	20	15	17	0	0	5	0	69.40%	82	84	77.76	2.6
94737	20	20	19	19	0	18	12	19	29	0	2	0	91.80%	78	75	82.31	3
94767	18	17	20	18	1	18	18	19	30	2	1	6	95.90%	88	89	91.55	3.6
94860	18	19	14	19	1	18	17	19	28	2	1	9	92.90%	94	87	90.78	3.6
94863	16	17	18	15	0	15	12	20	29	0	0	0	83.50%	90	85	85.41	3.2
94897	19	18	18	18	0	17	16	18	28	0	4	0	89.40%	84	92	89.36	3.5
94900	19	18	19	20	1	20	18	20	30	2	5	0	98.20%	87	100	96.69	4
94931	20	17	18	18	0	18	17	18	29	0	5	0	91.20%	81	71	81.07	2.9
95024	16	15	18	18	1	18	16	16	29	0	5	0	86.50%	97	97	92.79	3.7
95535	16	19	18	13	0	18	19	20	29	0	1	0	89.40%	100	97	94.56	3.9
95661	19	17	19	18	0	19	17	19	28	0	2	0	91.80%	56	59	71.51	2.2
95796	19	19	19	19	1	20	19	17	30	0	4	0	95.90%	82	93	91.95	3.7
95857	18	19	20	20	0	19	20	20	30	0	0	7	99.00%	92	92	94.81	3.9
96599	18	18	20	15	1	19	20	17	27	2	3	5	93.30%	84	84	87.73	3.4
96658	17	15	5	16	0	16	6	4	12	0	5	0	53.50%	61	68	60.81	1.4
96662	16	19	19	18	0	18	13	19	28	0	5	0	88.20%	90	74	82.89	3
96820	18	17	14	16	0	0	15	17	24	0	1	0	71.20%	85	73	74.67	2.4
96988	16	17	15	14	0	17	15	18	29	0	0	0	82.90%	87	72	79.38	2.8
97044	14	13	10	16	0	15	15	16	25	0	5	0	72.90%	47	54	60.18	1.4
97392	16	14	16	15	0	17	15	14	27	0	3	0	78.80%	91	83	82.93	3
97883	16	18	17	18	1	17	18	19	25	0	1	3	88.20%	87	98	91.89	3.7
98351	19	18	15	18	0	20	18	18	27	0	5	1	90.20%	94	87	89.68	3.5
98619	17	16	15	15	0	12	14	15	0	0	3	0	61.20%	75	77	70.27	2.1
98674	17	17	18	17	1	17	16	15	27	2	1	0	86.50%	70	78	79.79	2.8
98866	18	18	19	18	0	19	17	19	29	0	4	0	92.40%	71	74	80.74	2.9
99065	16	14	11	15	0	16	13	14	27	0	5	0	74.10%	89	80	79.45	2.8
99375	19	18	20	18	0	19	14	17	28	2	2	0	91.20%	94	81	87.67	3.4
